NO_MUNICIPIO_RESIDENCIA;UF_RESIDENCIA;NO_MUNICIPIO_ESC;UF_ESC;IDADE;ST_CONCLUSAO;TP_ESCOLA;Q003;Q004;Q031;Q034;Q040;Q042;Q043;Q044;Q045;Q046;Q076
MIRACEMA DO TOCANTINS;TO;;;29;1;;B;3;A;A;;;;;;;
PALMAS;TO;;;22;1;;E;4;A;A;21;5;5;5;5;5;
PORTO NACIONAL;TO;;;47;1;;B;6;A;C;25;1;3;2;5;2;
ARAGUAINA;TO;;;27;4;;B;3;A;E;16;5;0;5;5;0;
PALMAS;TO;;;19;1;;B;5;A;A;16;4;0;4;5;4;
PALMAS;TO;;;25;1;;C;4;A;A;19;5;4;5;5;5;
PARAISO DO TOCANTINS;TO;;;19;1;;F;11;A;A;15;3;0;3;3;4;
PALMAS;TO;;;25;1;;C;1;A;A;15;0;0;5;5;5;
PALMAS;TO;;;19;4;;C;6;A;A;17;5;5;0;5;5;
ARAGUAINA;TO;;;31;1;;C;5;A;A;17;5;0;5;5;5;
PALMAS;TO;;;18;1;;C;4;A;A;15;5;0;2;3;5;
SAO MIGUEL DO TOCANTINS;TO;;;30;1;;B;2;E;A;14;5;0;5;5;4;
PALMAS;TO;;;17;3;;Q;3;A;A;;;;;;;
PALMAS;TO;;;22;1;;D;3;A;A;20;5;0;3;4;3;
PALMAS;TO;;;19;1;;E;2;A;A;18;3;0;5;5;5;
PALMAS;TO;;;27;1;;C;2;A;A;18;2;0;4;5;4;
PORTO NACIONAL;TO;;;17;3;;C;4;A;A;16;0;0;5;5;5;
ARAGUAINA;TO;;;38;1;;C;6;A;A;15;5;5;5;5;5;
AUGUSTINOPOLIS;TO;AUGUSTINOPOLIS;TO;25;2;1;B;4;E;E;;;;;;;
ARAGUAINA;TO;;;22;1;;C;3;A;A;18;2;5;3;4;5;
AUGUSTINOPOLIS;TO;AUGUSTINOPOLIS;TO;17;2;1;B;3;A;A;14;1;5;5;5;5;
PALMAS;TO;PALMAS;TO;19;2;1;B;2;A;A;18;1;1;0;0;0;
COLINAS DO TOCANTINS;TO;PALMAS;TO;16;2;1;G;5;A;A;;;;;;;
PALMAS;TO;;;21;1;;A;2;A;A;16;0;5;5;3;5;
XAMBIOA;TO;;;27;1;;C;5;A;A;16;4;0;5;5;5;
TOCANTINOPOLIS;TO;;;19;1;;B;1;A;A;;;;;;;
ARAGUAINA;TO;;;16;3;;I;4;A;A;;;;;;;
NATIVIDADE;TO;;;30;1;;E;2;A;A;17;5;3;5;5;4;
ARAGUAINA;TO;;;36;4;;C;5;A;D;16;4;4;4;4;4;
JUARINA;TO;;;16;3;;B;5;A;A;;;;;;;
PALMAS;TO;;;20;1;;B;5;A;A;;;;;;;
ARAGUAINA;TO;;;25;1;;B;2;A;B;14;5;3;5;5;3;
COMBINADO;TO;;;54;1;;B;6;E;E;25;0;5;0;0;0;
PALMAS;TO;PALMAS;TO;19;2;1;C;6;A;A;;;;;;;
MIRACEMA DO TOCANTINS;TO;MIRACEMA DO TOCANTINS;TO;19;2;1;B;4;B;A;;;;;;;
AXIXA DO TOCANTINS;TO;AXIXA DO TOCANTINS;TO;16;2;1;B;7;A;A;;;;;;;
PALMAS;TO;;;19;1;;B;2;A;A;15;0;0;5;5;3;
PORTO NACIONAL;TO;;;16;3;;B;5;A;A;;;;;;;
ARAGUAINA;TO;;;21;1;;B;5;A;A;20;5;0;5;5;4;
COMBINADO;TO;;;21;1;;D;5;A;A;16;3;0;5;5;4;
PALMAS;TO;PALMAS;TO;18;2;1;C;5;B;A;13;4;0;5;5;4;
ARAGUAINA;TO;;;20;1;;D;6;A;A;15;5;5;5;5;0;
ARAGUAINA;TO;;;30;4;;B;5;E;C;13;0;4;5;4;4;
MIRANORTE;TO;;;32;1;;C;3;E;A;13;0;5;4;5;5;
FORMOSO DO ARAGUAIA;TO;FORMOSO DO ARAGUAIA;TO;17;2;1;E;4;A;A;15;4;3;3;5;5;
PALMAS;TO;;;18;1;;M;5;A;A;;;;;;;
PALMAS;TO;;;28;1;;E;5;A;A;21;5;0;5;5;5;
XAMBIOA;TO;XAMBIOA;TO;18;2;1;B;5;A;A;;;;;;;
CRISTALANDIA;TO;;;38;1;;C;5;A;A;16;1;3;5;4;0;
PALMAS;TO;;;26;1;;B;2;A;D;17;4;5;5;5;5;
ARAGUAINA;TO;;;19;1;;B;4;A;A;;;;;;;
PORTO NACIONAL;TO;;;16;3;;B;5;A;A;;;;;;;
PORTO NACIONAL;TO;;;32;1;;C;4;A;A;20;5;0;5;2;3;
ARAGUAINA;TO;;;16;3;;D;7;A;A;;;;;;;
PALMAS;TO;;;17;3;;B;2;A;A;16;5;5;0;0;5;
COUTO MAGALHAES;TO;COUTO MAGALHAES;TO;17;2;1;B;5;A;A;;;;;;;
NOVO ALEGRE;TO;NOVO ALEGRE;TO;16;2;1;B;6;A;A;15;3;2;4;4;2;
PALMAS;TO;;;18;3;;B;3;A;A;;;;;;;
MATEIROS;TO;;;18;1;;B;4;A;A;;;;;;;
PORTO NACIONAL;TO;;;28;1;;B;1;A;A;19;0;0;5;3;5;
PALMAS;TO;;;17;3;;D;4;A;A;;;;;;;
ARAGUAINA;TO;;;19;1;;C;3;B;A;18;5;3;5;5;5;
XAMBIOA;TO;;;18;1;;B;2;A;A;16;5;0;4;5;5;
PORTO NACIONAL;TO;;;21;1;;B;4;A;A;;;;;;;
ARAGUAINA;TO;;;36;1;;I;5;B;C;17;0;5;0;0;0;
ARAGUAINA;TO;ARAGUAINA;TO;17;2;2;O;2;A;A;;;;;;;
PALMAS;TO;PALMAS;TO;26;2;1;B;2;A;B;17;5;2;5;5;5;
APARECIDA DO RIO NEGRO;TO;;;25;1;;B;2;A;A;18;5;5;5;5;5;
PALMAS;TO;PALMAS;TO;18;2;1;E;4;A;A;17;2;0;5;5;5;
PORTO NACIONAL;TO;;;20;1;;N;5;A;A;;;;;;;
BREJINHO DE NAZARE;TO;BREJINHO DE NAZARE;TO;16;2;1;B;3;A;A;;;;;;;
SUCUPIRA;TO;SUCUPIRA;TO;17;2;1;B;5;A;A;;;;;;;
PALMAS;TO;PALMAS;TO;22;2;1;C;5;A;B;18;0;4;5;5;5;
GURUPI;TO;GURUPI;TO;21;2;1;B;2;A;A;14;5;0;5;5;5;
ALVORADA;TO;ALVORADA;TO;17;2;1;C;3;A;A;;;;;;;
PALMAS;TO;;;26;4;;C;3;A;E;14;1;5;5;5;5;
XAMBIOA;TO;;;18;1;;E;5;A;A;;;;;;;
PALMAS;TO;;;20;1;;C;3;A;A;;;;;;;
ARAGUAINA;TO;;;29;3;;B;4;A;A;18;5;5;5;5;5;
ARAGUAINA;TO;;;43;1;;D;7;A;E;;;;;;;
PORTO NACIONAL;TO;PORTO NACIONAL;TO;17;2;1;C;4;A;A;;;;;;;
PALMAS;TO;;;22;1;;D;5;A;A;14;5;5;5;5;2;
ARAGUAINA;TO;;;33;1;;C;4;A;B;18;2;2;5;5;5;
GURUPI;TO;;;21;1;;C;6;A;A;15;3;4;5;5;5;
PORTO NACIONAL;TO;;;19;1;;B;10;A;A;;;;;;;
AGUIARNOPOLIS;TO;;;17;3;;B;3;A;A;;;;;;;
PALMAS;TO;;;18;1;;A;8;A;A;;;;;;;
PARAISO DO TOCANTINS;TO;PARAISO DO TOCANTINS;TO;18;2;1;B;3;A;A;;;;;;;
ARRAIAS;TO;ARRAIAS;TO;17;2;1;D;4;A;A;;;;;;;
PORTO NACIONAL;TO;;;28;1;;B;2;A;A;16;5;5;5;5;5;
PORTO NACIONAL;TO;;;25;1;;B;2;A;A;17;4;5;4;5;5;
PEIXE;TO;;;19;1;;B;2;A;A;14;5;5;5;5;5;
GURUPI;TO;;;20;1;;C;2;A;A;;;;;;;
AXIXA DO TOCANTINS;TO;AXIXA DO TOCANTINS;TO;16;2;1;B;6;A;A;13;5;0;2;5;0;
JUARINA;TO;;;17;3;;B;3;A;A;;;;;;;
PALMAS;TO;;;38;1;;I;5;A;E;13;0;5;0;5;5;
PALMAS;TO;PALMAS;TO;18;2;1;D;3;A;A;16;5;5;5;5;5;
FORMOSO DO ARAGUAIA;TO;;;18;1;;B;5;A;A;;;;;;;
PALMAS;TO;;;19;1;;I;4;A;A;;;;;;;
PARAISO DO TOCANTINS;TO;PARAISO DO TOCANTINS;TO;17;2;1;C;3;A;A;;;;;;;
NAZARE;TO;;;15;3;;C;7;A;A;;;;;;;
ANANAS;TO;ANANAS;TO;17;2;1;C;6;A;A;16;5;0;5;5;5;
CHAPADA DA NATIVIDADE;TO;NATIVIDADE;TO;33;2;1;B;7;A;D;23;5;5;4;3;0;
PALMAS;TO;;;31;1;;D;5;A;E;16;1;5;1;5;5;
PORTO NACIONAL;TO;;;37;1;;C;3;A;A;14;3;4;4;4;5;
PORTO NACIONAL;TO;;;21;1;;C;7;A;A;18;5;2;5;5;5;
PALMAS;TO;;;20;1;;Q;4;A;A;18;5;0;5;5;5;
CENTENARIO;TO;;;18;1;;C;6;A;A;;;;;;;
PALMAS;TO;;;17;3;;K;2;A;A;16;0;0;3;5;3;
PALMAS;TO;PALMAS;TO;21;2;1;A;5;E;A;16;0;0;0;0;0;
ARAGUAINA;TO;;;16;3;;B;4;A;A;;;;;;;
PALMAS;TO;;;25;4;;B;5;B;E;19;2;5;4;4;0;
GUARAI;TO;;;16;3;;D;3;A;A;;;;;;;
PALMAS;TO;;;24;1;;A;5;A;B;15;5;4;5;5;5;
ARAGUAINA;TO;;;18;3;;F;2;A;A;;;;;;;
ARRAIAS;TO;;;33;1;;F;3;A;B;13;4;5;5;4;5;
MIRANORTE;TO;MIRANORTE;TO;18;2;1;B;5;A;A;;;;;;;
PALMAS;TO;PALMAS;TO;18;2;1;C;6;A;A;17;5;0;5;5;4;
WANDERLANDIA;TO;;;20;1;;D;5;A;A;;;;;;;
PALMAS;TO;;;24;1;;I;6;A;A;23;1;0;2;5;5;
BERNARDO SAYAO;TO;;;16;3;;C;5;A;A;14;3;0;5;5;3;
ARAGUAINA;TO;;;18;1;;D;5;A;A;;;;;;;
PALMAS;TO;;;23;1;;C;4;A;A;14;3;0;5;5;4;
ARAGUAINA;TO;;;21;1;;B;6;A;A;;;;;;;
PALMAS;TO;;;20;1;;G;5;A;A;16;3;2;5;5;5;
PALMAS;TO;PALMAS;TO;16;2;2;N;4;A;A;;;;;;;
PARANA;TO;;;23;1;;C;8;A;B;;;;;;;
PALMAS;TO;;;14;3;;G;2;A;A;;;;;;;
PALMAS;TO;;;24;1;;B;4;A;A;18;5;5;3;5;5;
PALMAS;TO;;;19;3;;B;1;A;B;18;4;0;4;5;5;
SILVANOPOLIS;TO;;;26;1;;D;4;A;A;22;5;2;5;5;5;
PALMAS;TO;PALMAS;TO;24;2;1;B;4;B;A;18;3;3;4;3;4;
PALMAS;TO;;;25;1;;C;3;A;A;21;5;5;5;5;5;
PORTO NACIONAL;TO;PORTO NACIONAL;TO;18;2;2;H;5;A;A;;;;;;;
PALMAS;TO;;;14;4;;Q;4;A;A;;;;;;;
TOCANTINOPOLIS;TO;;;27;1;;C;6;B;A;15;5;2;5;4;4;
ARAGUAINA;TO;;;22;1;;C;7;A;A;13;5;1;5;5;5;
CRIXAS DO TOCANTINS;TO;;;18;1;;B;6;A;A;;;;;;;
ARAGUATINS;TO;;;16;3;;B;7;A;A;;;;;;;
PALMAS;TO;;;24;1;;C;3;A;A;18;3;5;5;5;3;
PALMAS;TO;;;34;1;;G;6;A;A;16;2;5;5;5;5;
PALMAS;TO;;;28;1;;E;2;C;B;22;2;4;5;5;2;
PALMAS;TO;;;24;1;;B;5;A;A;18;5;2;2;4;4;
PALMAS;TO;PALMAS;TO;17;2;1;B;2;A;A;15;4;3;4;5;3;
PALMAS;TO;;;22;1;;C;1;B;A;13;2;5;5;5;5;
PALMAS;TO;;;17;3;;I;4;A;A;16;1;0;5;5;3;
PORTO NACIONAL;TO;PORTO NACIONAL;TO;18;2;1;B;6;A;A;;;;;;;
BREJINHO DE NAZARE;TO;BREJINHO DE NAZARE;TO;17;2;1;B;4;A;A;;;;;;;
SANTA FE DO ARAGUAIA;TO;;;18;3;;C;5;A;A;;;;;;;
PALMAS;TO;;;22;1;;B;3;A;A;21;0;3;1;2;0;
ARAGUAINA;TO;;;21;1;;C;6;A;A;20;3;3;3;3;1;
ARAGUATINS;TO;;;18;1;;B;5;A;A;;;;;;;
PALMAS;TO;;;19;1;;D;3;A;A;18;5;0;5;5;5;
WANDERLANDIA;TO;;;16;3;;B;4;A;A;;;;;;;
JUARINA;TO;JUARINA;TO;24;2;1;B;5;A;A;;;;;;;
BERNARDO SAYAO;TO;;;25;1;;E;3;A;A;22;4;5;5;5;5;
ARRAIAS;TO;;;31;4;;B;6;A;E;;;;;;;
ARAGUAINA;TO;;;26;4;;C;3;A;E;16;5;5;5;5;2;
PORTO NACIONAL;TO;PORTO NACIONAL;TO;17;2;1;B;5;A;A;;;;;;;
PALMAS;TO;;;19;1;;C;2;A;A;18;5;5;5;5;5;
PALMAS;TO;;;22;1;;F;3;A;A;16;3;3;4;5;5;
PALMAS;TO;;;19;1;;C;4;A;A;16;2;0;3;3;5;
ARAGOMINAS;TO;ARAGOMINAS;TO;16;2;1;F;5;A;A;;;;;;;
ARAGUAINA;TO;;;19;1;;C;4;A;A;18;3;0;5;5;5;
PARAISO DO TOCANTINS;TO;;;22;1;;B;5;A;A;14;5;0;5;4;3;
COLMEIA;TO;;;20;1;;B;1;A;A;13;4;5;5;5;5;
ITACAJA;TO;;;18;1;;G;5;A;A;;;;;;;
PAU D ARCO;TO;PAU D ARCO;TO;18;2;1;B;4;A;A;;;;;;;
NOVA OLINDA;TO;;;28;1;;B;5;A;A;19;3;5;4;4;5;
ARAGUANA;TO;;;19;3;;A;3;A;A;16;4;3;5;4;5;
DIANOPOLIS;TO;;;22;1;;G;5;A;A;21;5;5;5;5;5;
PORTO NACIONAL;TO;;;20;1;;B;4;A;A;;;;;;;
FILADELFIA;TO;FILADELFIA;TO;19;2;1;B;4;A;A;;;;;;;
ARAGUAINA;TO;;;28;1;;B;7;A;A;17;5;5;5;5;5;
ARAGUAINA;TO;;;16;3;;C;2;A;A;;;;;;;
PALMAS;TO;;;22;1;;B;7;A;A;18;5;0;5;5;5;
PALMAS;TO;PALMAS;TO;23;2;1;E;4;A;E;14;5;5;5;5;5;
PARAISO DO TOCANTINS;TO;PARAISO DO TOCANTINS;TO;17;2;1;C;3;A;A;15;4;0;5;5;4;
PALMAS;TO;PALMAS;TO;17;2;1;B;3;A;A;;;;;;;
PORTO NACIONAL;TO;;;16;3;;C;5;A;A;15;0;0;5;5;0;
MIRACEMA DO TOCANTINS;TO;;;18;3;;B;3;A;A;;;;;;;
WANDERLANDIA;TO;;;35;1;;C;7;A;A;15;0;5;2;4;0;
PALMAS;TO;PALMAS;TO;19;2;1;B;4;A;A;16;5;2;5;5;5;
ITAPIRATINS;TO;;;17;3;;B;4;B;A;;;;;;;
ARAGUAINA;TO;;;22;1;;B;5;A;A;18;2;0;0;2;0;
PALMAS;TO;PALMAS;TO;29;2;1;B;5;C;E;13;5;5;5;5;5;
PALMEIRAS DO TOCANTINS;TO;PALMEIRAS DO TOCANTINS;TO;24;2;1;C;4;A;E;14;3;3;1;5;5;
PALMAS;TO;PALMAS;TO;19;2;1;C;3;A;B;18;1;5;5;5;3;
PARAISO DO TOCANTINS;TO;;;21;1;;B;1;A;A;19;0;0;5;5;5;
ARAGUAINA;TO;;;25;1;;I;2;A;A;18;5;1;5;5;5;
PALMAS;TO;;;16;3;;B;4;A;A;;;;;;;
PORTO NACIONAL;TO;;;16;3;;J;4;A;A;;;;;;;
PALMAS;TO;PALMAS;TO;17;2;1;B;3;A;A;;;;;;;
GUARAI;TO;;;16;3;;K;3;A;A;;;;;;;
ARAGUAINA;TO;;;18;1;;B;5;A;A;17;5;0;5;5;5;
GURUPI;TO;;;16;3;;B;4;A;A;;;;;;;
ARAGUAINA;TO;;;16;3;;D;4;A;A;;;;;;;
COLINAS DO TOCANTINS;TO;COLINAS DO TOCANTINS;TO;16;2;1;B;4;A;A;;;;;;;
FORMOSO DO ARAGUAIA;TO;FORMOSO DO ARAGUAIA;TO;17;2;1;F;5;A;A;15;5;0;5;3;0;
ARAGUAINA;TO;ARAGUAINA;TO;17;2;2;P;4;A;A;;;;;;;
ARAGUAINA;TO;;;37;1;;D;3;A;A;20;4;0;4;4;4;
ARRAIAS;TO;ARRAIAS;TO;20;2;1;B;6;A;A;;;;;;;
PALMAS;TO;;;17;1;;B;4;A;A;;;;;;;
ARAGUAINA;TO;;;25;1;;B;6;A;A;17;5;0;5;5;5;
PALMAS;TO;;;21;1;;B;1;A;B;18;3;0;0;5;5;
ARAGUAINA;TO;;;19;3;;F;5;A;A;;;;;;;
ARAGUAINA;TO;;;18;1;;C;3;A;A;;;;;;;
PALMAS;TO;;;16;3;;O;6;A;A;;;;;;;
ARAGUAINA;TO;;;21;1;;C;7;A;A;;;;;;;
BOM JESUS DO TOCANTINS;TO;BOM JESUS DO TOCANTINS;TO;18;2;1;D;5;A;A;;;;;;;
PORTO NACIONAL;TO;PORTO NACIONAL;TO;19;4;;B;5;A;A;;;;;;;
DIANOPOLIS;TO;;;15;3;;D;4;A;A;;;;;;;
DIANOPOLIS;TO;;;21;1;;E;4;A;A;15;3;4;5;5;2;
SANTA FE DO ARAGUAIA;TO;;;17;3;;C;3;A;A;;;;;;;
FORMOSO DO ARAGUAIA;TO;;;16;3;;B;4;A;A;;;;;;;
PALMAS;TO;;;21;1;;F;5;A;A;;;;;;;
XAMBIOA;TO;;;48;4;;C;4;A;E;14;5;5;5;5;5;
PALMAS;TO;PALMAS;TO;17;2;2;Q;6;A;A;;;;;;;
GUARAI;TO;;;20;1;;G;4;A;A;17;5;2;4;5;4;
PARAISO DO TOCANTINS;TO;;;16;3;;C;5;A;A;;;;;;;
PARAISO DO TOCANTINS;TO;PARAISO DO TOCANTINS;TO;25;2;1;C;5;A;C;13;4;1;5;5;3;
BRASILANDIA DO TOCANTINS;TO;BRASILANDIA DO TOCANTINS;TO;17;2;1;G;4;A;A;;;;;;;
PORTO NACIONAL;TO;;;22;1;;B;3;A;A;18;5;3;5;5;5;
MATEIROS;TO;;;20;3;;B;4;B;A;;;;;;;
ARAGUAINA;TO;;;16;3;;B;3;A;A;15;5;5;5;5;0;
PORTO NACIONAL;TO;;;28;3;;C;4;C;C;14;4;5;5;5;5;
PORTO NACIONAL;TO;;;25;1;;B;3;A;A;21;5;5;5;5;5;
PALMAS;TO;;;19;4;;E;7;A;C;16;4;0;5;5;5;
PALMAS;TO;;;25;1;;E;3;A;A;14;5;0;5;5;5;
ARAGUAINA;TO;ARAGUAINA;TO;17;2;1;B;4;A;A;;;;;;;
PALMAS;TO;;;22;1;;G;4;A;A;14;5;2;5;5;5;
ARAGUAINA;TO;;;19;1;;N;4;A;A;17;2;0;5;5;5;
FORTALEZA DO TABOCAO;TO;;;17;3;;B;4;A;A;;;;;;;
PALMAS;TO;;;25;1;;B;3;C;A;19;5;0;5;5;0;
ITACAJA;TO;ITACAJA;TO;22;2;1;B;9;B;A;;;;;;;
ARAGUAINA;TO;;;22;1;;F;3;A;A;;;;;;;
PALMAS;TO;PALMAS;TO;24;2;1;D;2;C;A;13;5;0;5;5;0;
TOCANTINOPOLIS;TO;;;17;1;;H;6;A;A;;;;;;;
ARAGUATINS;TO;;;19;1;;C;5;A;A;;;;;;;
ARAGUANA;TO;;;18;1;;B;2;A;A;17;0;5;5;5;0;
PALMAS;TO;;;25;1;;E;2;A;A;14;5;5;5;5;3;
NOVO ACORDO;TO;;;19;3;;B;5;B;A;;;;;;;
PORTO NACIONAL;TO;;;31;1;;D;3;B;A;24;0;5;5;5;4;
ITAPIRATINS;TO;ITAPIRATINS;TO;17;2;1;B;3;A;A;14;5;4;5;5;5;
PALMEIRAS DO TOCANTINS;TO;PALMEIRAS DO TOCANTINS;TO;16;2;1;A;5;A;A;;;;;;;
ARAGUAINA;TO;ARAGUAINA;TO;17;2;1;B;7;A;A;;;;;;;
ARRAIAS;TO;ARRAIAS;TO;18;2;1;H;3;A;A;;;;;;;
GURUPI;TO;GURUPI;TO;18;2;1;C;2;A;A;;;;;;;
ARAGUAINA;TO;;;26;1;;B;3;A;A;19;1;1;1;1;1;
ARAGUAINA;TO;;;27;1;;C;2;A;A;17;5;5;5;5;5;
PALMAS;TO;;;36;1;;B;2;A;E;14;5;5;5;5;4;
COLINAS DO TOCANTINS;TO;COLINAS DO TOCANTINS;TO;49;2;1;B;3;A;C;20;1;5;5;5;1;
MIRACEMA DO TOCANTINS;TO;;;32;1;;J;5;A;A;14;5;5;5;3;5;
ARAGUAINA;TO;;;19;1;;C;3;A;A;18;2;0;5;5;4;
ARAGUATINS;TO;ARAGUATINS;TO;18;2;1;B;7;A;A;;;;;;;
PORTO NACIONAL;TO;;;25;1;;C;4;A;A;18;5;1;5;5;4;
SAO BENTO DO TOCANTINS;TO;SAO BENTO DO TOCANTINS;TO;20;2;1;A;7;A;B;;;;;;;
PALMAS;TO;PALMAS;TO;17;2;1;C;3;A;A;;;;;;;
PALMAS;TO;;;26;1;;B;5;A;C;20;4;5;5;4;4;
ARAGUAINA;TO;;;16;3;;N;4;A;A;;;;;;;
PALMAS;TO;;;28;1;;C;4;A;A;18;4;1;4;3;2;
PALMAS;TO;PALMAS;TO;17;2;2;O;5;A;A;;;;;;;
PALMAS;TO;;;18;4;;B;3;A;B;15;5;0;5;3;1;
ARAPOEMA;TO;;;19;1;;B;5;A;A;17;4;4;5;5;5;
PALMAS;TO;PALMAS;TO;18;2;1;B;5;A;A;;;;;;;
AXIXA DO TOCANTINS;TO;;;15;3;;B;4;A;A;;;;;;;
MIRACEMA DO TOCANTINS;TO;;;16;3;;D;3;A;A;;;;;;;
PIUM;TO;;;16;3;;B;4;A;A;;;;;;;
PALMAS;TO;;;21;1;;B;1;A;A;18;4;2;5;5;5;
PALMAS;TO;;;19;1;;E;4;A;A;17;3;0;5;5;5;
PALMAS;TO;;;23;1;;C;5;A;A;19;5;0;5;5;3;
ARAGUAINA;TO;;;20;1;;B;2;A;A;16;5;0;5;5;5;
PARAISO DO TOCANTINS;TO;;;29;3;;E;4;E;A;14;4;5;5;4;5;
SANTA ROSA DO TOCANTINS;TO;SANTA ROSA DO TOCANTINS;TO;17;2;1;C;3;A;A;15;0;0;5;4;0;
ARAGUAINA;TO;;;31;3;;E;7;A;E;21;5;5;5;5;5;
PALMAS;TO;;;30;1;;D;6;A;A;16;5;5;1;5;5;
PALMAS;TO;;;20;1;;J;4;A;A;16;1;0;4;5;4;
NAZARE;TO;;;21;3;;B;5;A;B;16;5;0;5;5;5;
PALMAS;TO;;;15;4;;M;5;A;A;;;;;;;
PALMAS;TO;;;20;4;;B;2;B;B;15;1;1;5;5;5;
PORTO NACIONAL;TO;PORTO NACIONAL;TO;20;2;1;B;7;A;A;;;;;;;
PALMAS;TO;;;16;3;;E;5;A;A;16;2;0;5;5;5;
PALMAS;TO;PALMAS;TO;17;2;1;I;5;A;A;16;4;3;5;5;5;
GURUPI;TO;;;17;3;;C;3;A;A;16;3;0;5;5;5;
PRAIA NORTE;TO;PRAIA NORTE;TO;17;2;1;B;3;A;A;;;;;;;
CRISTALANDIA;TO;;;19;1;;F;3;A;A;14;5;0;5;5;5;
WANDERLANDIA;TO;;;16;1;;C;4;A;A;;;;;;;
COMBINADO;TO;;;15;3;;B;5;A;A;;;;;;;
XAMBIOA;TO;XAMBIOA;TO;17;2;1;C;4;A;A;;;;;;;
ARAGUAINA;TO;;;24;1;;F;2;A;A;17;5;5;5;5;5;
MIRACEMA DO TOCANTINS;TO;;;20;1;;E;5;A;A;;;;;;;
ESPERANTINA;TO;;;18;1;;F;4;A;A;;;;;;;
PALMAS;TO;PALMAS;TO;18;2;1;H;3;A;A;;;;;;;
PORTO NACIONAL;TO;;;18;1;;G;8;A;A;;;;;;;
PEQUIZEIRO;TO;;;29;3;;B;4;E;A;;;;;;;
SANTA TEREZA DO TOCANTINS;TO;;;17;3;;B;7;A;A;;;;;;;
BREJINHO DE NAZARE;TO;;;18;1;;E;3;A;A;16;2;0;4;5;2;
GOIANORTE;TO;GOIANORTE;TO;18;2;1;B;5;A;A;16;5;5;5;5;5;
GURUPI;TO;GURUPI;TO;18;2;1;E;5;A;A;;;;;;;
MIRACEMA DO TOCANTINS;TO;;;16;3;;C;3;A;A;;;;;;;
GUARAI;TO;;;21;3;;B;1;D;A;13;5;1;5;5;5;
PALMAS;TO;;;21;1;;F;5;A;B;21;5;0;5;5;5;
ARAGUAINA;TO;;;15;3;;D;7;A;A;14;2;0;2;2;2;
ARAGUAINA;TO;;;38;4;;C;6;E;E;17;5;5;5;5;0;
PALMAS;TO;PALMAS;TO;16;2;1;E;4;A;A;;;;;;;
PORTO NACIONAL;TO;PORTO NACIONAL;TO;18;2;1;G;4;A;A;;;;;;;
PORTO NACIONAL;TO;;;34;1;;B;5;E;A;15;5;3;5;5;5;
PALMAS;TO;;;17;3;;N;4;A;A;;;;;;;
RIO SONO;TO;;;18;1;;B;5;A;A;14;5;0;5;5;5;
PONTE ALTA DO BOM JESUS;TO;PONTE ALTA DO BOM JESUS;TO;17;2;1;B;4;A;A;;;;;;;
PALMAS;TO;;;15;3;;C;6;A;A;;;;;;;
DOIS IRMAOS DO TOCANTINS;TO;;;16;3;;A;3;A;A;;;;;;;
PALMAS;TO;PALMAS;TO;17;2;1;C;5;A;A;;;;;;;
PALMAS;TO;;;18;1;;H;4;A;A;;;;;;;
PALMAS;TO;;;17;3;;O;3;A;A;;;;;;;
GURUPI;TO;GURUPI;TO;18;2;1;D;4;A;A;16;5;0;5;5;2;
PALMAS;TO;;;18;1;;C;3;A;A;;;;;;;
ARAPOEMA;TO;;;27;3;;F;2;C;E;18;0;0;5;5;0;
PALMAS;TO;;;21;1;;C;3;A;A;;;;;;;
DIANOPOLIS;TO;;;18;3;;B;3;A;A;;;;;;;
GURUPI;TO;;;22;4;;E;3;D;A;13;5;4;5;5;2;
PARAISO DO TOCANTINS;TO;PARAISO DO TOCANTINS;TO;18;2;1;H;5;A;A;;;;;;;
TAGUATINGA;TO;;;14;3;;D;4;A;A;;;;;;;
PALMAS;TO;;;15;3;;B;3;A;A;;;;;;;
GUARAI;TO;;;18;1;;B;4;A;A;;;;;;;
PIRAQUE;TO;;;30;1;;B;3;A;A;18;1;5;5;5;5;
ARAGUATINS;TO;;;18;3;;B;3;A;A;;;;;;;
ARAGUAINA;TO;ARAGUAINA;TO;17;2;1;G;4;A;A;;;;;;;
ARAGUAINA;TO;;;21;1;;D;2;A;A;13;5;0;5;5;5;
NOVO ACORDO;TO;;;19;3;;C;3;A;A;;;;;;;
ARAGUANA;TO;;;34;1;;C;4;A;A;21;5;5;5;5;5;
PALMAS;TO;PALMAS;TO;17;2;1;B;5;A;A;16;4;0;5;5;2;
ARAGUANA;TO;PICARRA;PA;22;2;1;A;3;A;C;18;2;0;3;3;3;
ARAGUAINA;TO;;;32;1;;F;4;A;A;19;5;0;5;5;5;
PORTO NACIONAL;TO;;;22;1;;D;5;A;A;18;5;0;5;4;4;
PALMAS;TO;;;19;3;;L;4;A;A;;;;;;;
FATIMA;TO;;;21;1;;A;2;B;A;;;;;;;
PALMAS;TO;;;23;1;;C;3;A;A;17;5;5;1;2;5;
ARRAIAS;TO;ARRAIAS;TO;22;2;1;F;11;A;A;;;;;;;
BURITI DO TOCANTINS;TO;BURITI DO TOCANTINS;TO;19;2;1;B;8;A;A;;;;;;;
PORTO NACIONAL;TO;;;23;1;;B;3;A;A;18;5;0;5;5;5;
GURUPI;TO;GURUPI;TO;17;2;2;F;5;A;A;;;;;;;
